
 wsid         | year | month | day | system.max(temperature) | system.min(temperature) | system.avg(temperature) | system.avg(dewpoint) | system.avg(dewpoint)
 722950:23174 | 2011 |     2 |  11 |                    22.2 |                       0 |                 14.8875 |             38.20833 |             38.20833
 722950:23174 | 2011 |     2 |  10 |                    21.7 |                       0 |                15.02917 |                   35 |                   35
 722950:23174 | 2011 |     2 |   9 |                    21.7 |                       0 |                14.22083 |              47.2625 |              47.2625
 722950:23174 | 2011 |     2 |   8 |                    18.3 |                       0 |                14.61667 |              51.9875 |              51.9875
 722950:23174 | 2011 |     2 |   7 |                    23.9 |                       0 |                 15.9625 |             49.30417 |             49.30417
 722950:23174 | 2011 |     2 |   6 |                      20 |                       0 |                13.40417 |               52.025 |               52.025
 722950:23174 | 2011 |     2 |   5 |                    16.1 |                       0 |                 11.9375 |             50.03333 |             50.03333
 722950:23174 | 2011 |     2 |   4 |                    16.1 |                       0 |                11.52083 |              46.3375 |              46.3375
 722950:23174 | 2011 |     2 |   3 |                    16.1 |                       0 |                 11.3625 |               32.825 |               32.825
 722950:23174 | 2011 |     2 |   2 |                    16.7 |                       0 |                  12.125 |             41.99583 |             41.99583
 722950:23174 | 2011 |     2 |   1 |                    16.1 |                       0 |                12.39583 |             49.41667 |             49.41667
 722950:23174 | 2011 |     1 |  31 |                    17.2 |                       0 |                12.44167 |             48.65833 |             48.65833
 722950:23174 | 2011 |     1 |  30 |                      15 |                       0 |                12.90833 |                50.25 |                50.25
 722950:23174 | 2011 |     1 |  29 |                    18.9 |                       0 |                12.87083 |             49.61667 |             49.61667
 722950:23174 | 2011 |     1 |  28 |                    21.7 |                       0 |                15.20417 |             42.58333 |             42.58333
 722950:23174 | 2011 |     1 |  27 |                    22.8 |                       0 |                16.56667 |                40.95 |                40.95
 722950:23174 | 2011 |     1 |  26 |                    23.9 |                       0 |                15.35417 |             44.97083 |             44.97083

 wsid         | year | month | day | system.max(temperature) | system.min(temperature) | system.avg(temperature) | system.avg(dewpoint) | system.avg(dewpoint)
--------------+------+-------+-----+-------------------------+-------------------------+-------------------------+----------------------+----------------------
 722950:23174 | 2011 |     1 |  25 |                    21.7 |                       0 |                 14.6625 |             44.59583 |             44.59583
 722950:23174 | 2011 |     1 |  24 |                    21.7 |                       0 |                15.45833 |                 40.7 |                 40.7
 722950:23174 | 2011 |     1 |  23 |                    23.9 |                       0 |                   14.55 |             48.18333 |             48.18333
 722950:23174 | 2011 |     1 |  22 |                    19.4 |                       0 |                14.35417 |             44.73333 |             44.73333
 722950:23174 | 2011 |     1 |  21 |                    24.4 |                       0 |                 16.8875 |              36.5625 |              36.5625
 722950:23174 | 2011 |     1 |  20 |                      25 |                       0 |                 15.2625 |             49.20833 |             49.20833
 722950:23174 | 2011 |     1 |  19 |                    19.4 |                       0 |                15.17917 |             52.55833 |             52.55833
 722950:23174 | 2011 |     1 |  18 |                      25 |                       0 |                17.70833 |              51.3375 |              51.3375
 722950:23174 | 2011 |     1 |  17 |                      25 |                       0 |                17.38333 |             50.38333 |             50.38333
 722950:23174 | 2011 |     1 |  16 |                    24.4 |                       0 |                17.40417 |             46.22083 |             46.22083
 722950:23174 | 2011 |     1 |  15 |                    26.7 |                       0 |                18.04167 |             44.22917 |             44.22917
 722950:23174 | 2011 |     1 |  14 |                    26.1 |                       0 |                16.50833 |                47.05 |                47.05
 722950:23174 | 2011 |     1 |  13 |                    22.2 |                       0 |                15.41667 |             42.45417 |             42.45417
 722950:23174 | 2011 |     1 |  12 |                    21.1 |                       0 |                  14.775 |             38.91667 |             38.91667
 722950:23174 | 2011 |     1 |  11 |                    18.9 |                       0 |                13.45417 |             38.39167 |             38.39167
 722950:23174 | 2011 |     1 |  10 |                    16.7 |                       0 |                 11.0625 |             47.38333 |             47.38333
 722950:23174 | 2011 |     1 |   9 |                    13.3 |                       0 |                  11.575 |             48.88333 |             48.88333
 722950:23174 | 2011 |     1 |   8 |                    14.4 |                       0 |                11.56667 |             50.35833 |             50.35833
 722950:23174 | 2011 |     1 |   7 |                    16.7 |                       0 |                 12.8125 |             48.47083 |             48.47083
 722950:23174 | 2011 |     1 |   6 |                      20 |                       0 |                14.64583 |              40.5625 |              40.5625
 722950:23174 | 2011 |     1 |   5 |                    19.4 |                       0 |                12.27083 |             42.85417 |             42.85417
 722950:23174 | 2011 |     1 |   4 |                    17.8 |                       0 |                11.42083 |             44.09583 |             44.09583
 722950:23174 | 2011 |     1 |   3 |                    13.9 |                       0 |                 8.78333 |             47.33333 |             47.33333
 722950:23174 | 2011 |     1 |   2 |                    12.8 |                       0 |                 9.90417 |             41.49167 |             41.49167
 722950:23174 | 2011 |     1 |   1 |                      15 |                       0 |                10.09583 |             38.85833 |             38.85833
 722950:23174 | 2010 |    12 |  31 |                    13.3 |                       0 |                  9.1375 |             35.44583 |             35.44583
 722950:23174 | 2010 |    12 |  30 |                    13.9 |                       0 |                10.77917 |             39.46667 |             39.46667
 722950:23174 | 2010 |    12 |  29 |                      15 |                       0 |                 12.4125 |             51.74167 |             51.74167
 722950:23174 | 2010 |    12 |  28 |                    18.3 |                       0 |                12.93333 |               47.325 |               47.325
 722950:23174 | 2010 |    12 |  27 |                    17.2 |                       0 |                 12.2875 |             46.29167 |             46.29167
 722950:23174 | 2010 |    12 |  26 |                    18.3 |                       0 |                 12.7875 |              49.2125 |              49.2125
 722950:23174 | 2010 |    12 |  25 |                    15.6 |                       0 |                 11.8875 |              51.3625 |              51.3625
 722950:23174 | 2010 |    12 |  24 |                    18.3 |                       0 |                12.90833 |             50.92083 |             50.92083
 722950:23174 | 2010 |    12 |  23 |                    15.6 |                       0 |                12.73333 |               51.575 |               51.575
 722950:23174 | 2010 |    12 |  22 |                    16.1 |                       0 |                13.94167 |             53.77917 |             53.77917
 722950:23174 | 2010 |    12 |  21 |                    16.7 |                       0 |                 12.5375 |                 52.6 |                 52.6
 722950:23174 | 2010 |    12 |  20 |                    16.1 |                       0 |                13.67083 |              53.6375 |              53.6375
 722950:23174 | 2010 |    12 |  19 |                      17 |                       0 |                14.79583 |             55.28333 |             55.28333
 722950:23174 | 2010 |    12 |  18 |                    16.7 |                       0 |                14.04583 |              54.6125 |              54.6125
 722950:23174 | 2010 |    12 |  17 |                    14.4 |                       0 |                12.26667 |             50.80417 |             50.80417
 722950:23174 | 2010 |    12 |  16 |                    15.6 |                       0 |                13.35417 |             51.35417 |             51.35417
 722950:23174 | 2010 |    12 |  15 |                    15.6 |                       0 |                   12.95 |             51.17083 |             51.17083
 722950:23174 | 2010 |    12 |  14 |                    19.4 |                       0 |                 12.7125 |             52.04583 |             52.04583
 722950:23174 | 2010 |    12 |  13 |                    25.6 |                       0 |                21.17083 |             47.57917 |             47.57917
 722950:23174 | 2010 |    12 |  12 |                    28.2 |                       0 |                 21.4375 |             49.60833 |             49.60833
 722950:23174 | 2010 |    12 |  11 |                    22.3 |                       0 |                15.12083 |             54.28333 |             54.28333
 722950:23174 | 2010 |    12 |  10 |                    16.7 |                       0 |                  13.025 |             52.91667 |             52.91667
 722950:23174 | 2010 |    12 |   9 |                    17.8 |                       0 |                   13.55 |             50.26667 |             50.26667
 722950:23174 | 2010 |    12 |   8 |                      20 |                       0 |                13.89167 |             49.13333 |             49.13333
 722950:23174 | 2010 |    12 |   7 |                    22.8 |                       0 |                13.49583 |              50.6125 |              50.6125
 722950:23174 | 2010 |    12 |   6 |                    17.2 |                       0 |                    13.2 |              50.8625 |              50.8625
 722950:23174 | 2010 |    12 |   5 |                    19.4 |                       0 |                13.92083 |              48.9375 |              48.9375
 722950:23174 | 2010 |    12 |   4 |                    17.2 |                       0 |                12.80833 |             50.01667 |             50.01667
 722950:23174 | 2010 |    12 |   3 |                    20.6 |                       0 |                13.52083 |              47.8125 |              47.8125
 722950:23174 | 2010 |    12 |   2 |                    21.1 |                       0 |                13.52917 |             44.23333 |             44.23333
 722950:23174 | 2010 |    12 |   1 |                      20 |                       0 |                13.65417 |                 34.5 |                 34.5
 722950:23174 | 2010 |    11 |  30 |                    19.4 |                       0 |                   11.55 |             35.69167 |             35.69167
 722950:23174 | 2010 |    11 |  29 |                    16.7 |                       0 |                11.57083 |               35.575 |               35.575
 722950:23174 | 2010 |    11 |  28 |                    15.6 |                       0 |                11.97083 |               45.375 |               45.375
 722950:23174 | 2010 |    11 |  27 |                    15.6 |                       0 |                11.18333 |             42.04583 |             42.04583
 722950:23174 | 2010 |    11 |  26 |                    19.4 |                       0 |                 12.3125 |             35.34167 |             35.34167
 722950:23174 | 2010 |    11 |  25 |                    16.1 |                       0 |                 11.1875 |             42.26667 |             42.26667
 722950:23174 | 2010 |    11 |  24 |                      15 |                       0 |                 12.4125 |             47.84583 |             47.84583
 722950:23174 | 2010 |    11 |  23 |                      15 |                       0 |                 11.8875 |             47.35417 |             47.35417
 722950:23174 | 2010 |    11 |  22 |                      15 |                       0 |                   11.55 |             46.04167 |             46.04167
 722950:23174 | 2010 |    11 |  21 |                    15.6 |                       0 |                 13.1125 |                 48.8 |                 48.8
 722950:23174 | 2010 |    11 |  20 |                    17.2 |                    13.3 |                15.20833 |             10.91667 |             10.91667
 722950:23174 | 2010 |    11 |  19 |                    16.1 |                       0 |                 14.4625 |               51.575 |               51.575
 722950:23174 | 2010 |    11 |  18 |                    17.2 |                       0 |                14.94167 |             53.82917 |             53.82917
 722950:23174 | 2010 |    11 |  17 |                    18.3 |                       0 |                15.09583 |               52.525 |               52.525
 722950:23174 | 2010 |    11 |  16 |                    21.1 |                       0 |                15.14583 |              52.5625 |              52.5625
 722950:23174 | 2010 |    11 |  15 |                    23.3 |                       0 |                 17.4875 |             47.43333 |             47.43333
 722950:23174 | 2010 |    11 |  14 |                      25 |                       0 |                 18.0125 |                43.65 |                43.65
 722950:23174 | 2010 |    11 |  13 |                    24.4 |                       0 |                16.92083 |             42.80833 |             42.80833
 722950:23174 | 2010 |    11 |  12 |                    23.9 |                       0 |                17.27083 |              36.0375 |              36.0375
 722950:23174 | 2010 |    11 |  11 |                    24.4 |                       0 |                16.01667 |             44.88333 |             44.88333
 722950:23174 | 2010 |    11 |  10 |                    17.2 |                       0 |                13.91667 |              48.9375 |              48.9375
 722950:23174 | 2010 |    11 |   9 |                    18.9 |                       0 |                14.79583 |             43.74583 |             43.74583
 722950:23174 | 2010 |    11 |   8 |                      20 |                       0 |                16.03333 |             51.84167 |             51.84167
 722950:23174 | 2010 |    11 |   7 |                    18.9 |                       0 |                  16.275 |             53.37917 |             53.37917
 722950:23174 | 2010 |    11 |   6 |                      25 |                       0 |                19.39583 |             50.41667 |             50.41667
 722950:23174 | 2010 |    11 |   5 |                      30 |                       0 |                23.30833 |             47.77917 |             47.77917
 722950:23174 | 2010 |    11 |   4 |                      35 |                       0 |                25.84167 |              47.0375 |              47.0375
 722950:23174 | 2010 |    11 |   3 |                    36.1 |                       0 |                24.02917 |             46.77083 |             46.77083
 722950:23174 | 2010 |    11 |   2 |                    31.1 |                       0 |                20.94583 |              49.0125 |              49.0125
 722950:23174 | 2010 |    11 |   1 |                    23.9 |                       0 |                  17.025 |             52.35833 |             52.35833
 722950:23174 | 2010 |    10 |  31 |                    18.3 |                       0 |                    15.2 |             51.70417 |             51.70417
 722950:23174 | 2010 |    10 |  30 |                      20 |                       0 |                 16.2375 |             53.06667 |             53.06667
 722950:23174 | 2010 |    10 |  29 |                      25 |                       0 |                18.72917 |             45.04583 |             45.04583
 722950:23174 | 2010 |    10 |  28 |                    27.8 |                       0 |                21.25417 |              36.5625 |              36.5625
 722950:23174 | 2010 |    10 |  27 |                    28.3 |                       0 |                 18.8875 |             43.90417 |             43.90417
 722950:23174 | 2010 |    10 |  26 |                    21.1 |                       0 |                17.51667 |              48.8875 |              48.8875
 722950:23174 | 2010 |    10 |  25 |                    23.3 |                       0 |                18.38333 |             54.49583 |             54.49583
 722950:23174 | 2010 |    10 |  24 |                      20 |                       0 |                    16.6 |              53.3625 |              53.3625
 722950:23174 | 2010 |    10 |  23 |                      20 |                       0 |                  16.475 |              54.2625 |              54.2625
 722950:23174 | 2010 |    10 |  22 |                    19.4 |                       0 |                16.59167 |                53.95 |                53.95
 722950:23174 | 2010 |    10 |  21 |                    18.9 |                       0 |                16.80833 |              54.9125 |              54.9125
 722950:23174 | 2010 |    10 |  20 |                    18.9 |                       0 |                16.70417 |             55.45833 |             55.45833
 722950:23174 | 2010 |    10 |  19 |                    20.6 |                       0 |                17.27083 |             54.97917 |             54.97917
 722950:23174 | 2010 |    10 |  18 |                    18.9 |                       0 |                16.44167 |             54.89167 |             54.89167

 wsid         | year | month | day | system.max(temperature) | system.min(temperature) | system.avg(temperature) | system.avg(dewpoint) | system.avg(dewpoint)
--------------+------+-------+-----+-------------------------+-------------------------+-------------------------+----------------------+----------------------
 722950:23174 | 2010 |    10 |  17 |                    17.8 |                       0 |                16.53333 |              55.8125 |              55.8125
 722950:23174 | 2010 |    10 |  16 |                    18.3 |                       0 |                16.97083 |               55.675 |               55.675
 722950:23174 | 2010 |    10 |  15 |                    18.9 |                       0 |                 16.9125 |             55.47917 |             55.47917
 722950:23174 | 2010 |    10 |  14 |                      20 |                       0 |                  16.875 |             55.59167 |             55.59167
 722950:23174 | 2010 |    10 |  13 |                    19.4 |                       0 |                17.26667 |              55.6625 |              55.6625
 722950:23174 | 2010 |    10 |  12 |                    21.7 |                       0 |                  18.425 |             55.83333 |             55.83333
 722950:23174 | 2010 |    10 |  11 |                    26.7 |                       0 |                20.41667 |             55.90833 |             55.90833
 722950:23174 | 2010 |    10 |  10 |                    25.6 |                       0 |                19.76667 |              54.1125 |              54.1125
 722950:23174 | 2010 |    10 |   9 |                    24.4 |                       0 |                18.63333 |             53.97083 |             53.97083
 722950:23174 | 2010 |    10 |   8 |                    21.7 |                       0 |                17.26667 |             51.06667 |             51.06667
 722950:23174 | 2010 |    10 |   7 |                    20.6 |                       0 |                 17.0625 |               52.025 |               52.025
 722950:23174 | 2010 |    10 |   6 |                    17.8 |                       0 |                15.38333 |             53.76667 |             53.76667
 722950:23174 | 2010 |    10 |   5 |                    18.3 |                       0 |                16.07083 |             51.46667 |             51.46667
 722950:23174 | 2010 |    10 |   4 |                    18.3 |                       0 |                16.27917 |             55.12083 |             55.12083
 722950:23174 | 2010 |    10 |   3 |                    20.6 |                       0 |                   18.05 |             56.15417 |             56.15417
 722950:23174 | 2010 |    10 |   2 |                    25.6 |                       0 |                 20.2125 |             56.59167 |             56.59167
 722950:23174 | 2010 |    10 |   1 |                    24.4 |                       0 |                20.43333 |             57.36667 |             57.36667
 722950:23174 | 2010 |     9 |  30 |                    25.6 |                       0 |                20.49583 |              57.4625 |              57.4625
 722950:23174 | 2010 |     9 |  29 |                    26.7 |                       0 |                22.78333 |             56.52917 |             56.52917
 722950:23174 | 2010 |     9 |  28 |                    33.9 |                       0 |                  26.525 |              53.8375 |              53.8375
 722950:23174 | 2010 |     9 |  27 |                    39.4 |                       0 |                26.75417 |             52.30833 |             52.30833
 722950:23174 | 2010 |     9 |  26 |                      30 |                       0 |                 22.6125 |             53.67083 |             53.67083
 722950:23174 | 2010 |     9 |  25 |                    28.3 |                       0 |                21.55417 |             54.20833 |             54.20833
 722950:23174 | 2010 |     9 |  24 |                    24.4 |                       0 |                19.07917 |             53.59167 |             53.59167
 722950:23174 | 2010 |     9 |  23 |                    22.2 |                       0 |                17.49167 |             51.93333 |             51.93333
 722950:23174 | 2010 |     9 |  22 |                    20.6 |                       0 |                17.18333 |             53.34167 |             53.34167
 722950:23174 | 2010 |     9 |  21 |                    19.4 |                       0 |                  16.575 |             54.54167 |             54.54167
 722950:23174 | 2010 |     9 |  20 |                    20.6 |                       0 |                    17.2 |             54.83333 |             54.83333
 722950:23174 | 2010 |     9 |  19 |                    20.6 |                       0 |                15.68333 |             54.32083 |             54.32083
 722950:23174 | 2010 |     9 |  18 |                    19.4 |                       0 |                    15.7 |             53.95833 |             53.95833
 722950:23174 | 2010 |     9 |  17 |                      20 |                       0 |                15.41667 |             53.39167 |             53.39167
 722950:23174 | 2010 |     9 |  16 |                    18.3 |                       0 |                 15.9625 |             53.63333 |             53.63333
 722950:23174 | 2010 |     9 |  15 |                    18.9 |                       0 |                15.70833 |             53.09583 |             53.09583
 722950:23174 | 2010 |     9 |  14 |                    21.7 |                       0 |                  17.175 |             53.22917 |             53.22917
 722950:23174 | 2010 |     9 |  13 |                    19.4 |                       0 |                    15.9 |              53.7375 |              53.7375
 722950:23174 | 2010 |     9 |  12 |                    17.8 |                       0 |                14.66667 |             53.50417 |             53.50417
 722950:23174 | 2010 |     9 |  11 |                    19.4 |                       0 |                15.62083 |              53.9125 |              53.9125
 722950:23174 | 2010 |     9 |  10 |                    20.6 |                       0 |                    17.2 |                 53.8 |                 53.8
 722950:23174 | 2010 |     9 |   9 |                    21.7 |                       0 |                17.44583 |             53.35833 |             53.35833
 722950:23174 | 2010 |     9 |   8 |                      20 |                       0 |                 17.8125 |             54.13333 |             54.13333
 722950:23174 | 2010 |     9 |   7 |                    20.6 |                       0 |                   17.95 |               54.525 |               54.525
 722950:23174 | 2010 |     9 |   6 |                    22.8 |                       0 |                17.87917 |             54.37917 |             54.37917
 722950:23174 | 2010 |     9 |   5 |                    21.1 |                       0 |                16.87083 |             54.39583 |             54.39583
 722950:23174 | 2010 |     9 |   4 |                    23.3 |                       0 |                    16.7 |             54.17083 |             54.17083
 722950:23174 | 2010 |     9 |   3 |                    18.3 |                       0 |                15.17917 |             54.04583 |             54.04583
 722950:23174 | 2010 |     9 |   2 |                    18.3 |                       0 |                15.46667 |             54.16667 |             54.16667
 722950:23174 | 2010 |     9 |   1 |                    21.1 |                       0 |                  16.325 |             54.14583 |             54.14583
 722950:23174 | 2010 |     8 |  31 |                    22.2 |                       0 |                17.90833 |             53.60417 |             53.60417
 722950:23174 | 2010 |     8 |  30 |                    21.1 |                       0 |                17.09167 |             52.61667 |             52.61667
 722950:23174 | 2010 |     8 |  29 |                    21.1 |                       0 |                 17.5625 |             52.29583 |             52.29583
 722950:23174 | 2010 |     8 |  28 |                    20.6 |                       0 |                17.62917 |             53.63333 |             53.63333
 722950:23174 | 2010 |     8 |  27 |                    20.6 |                       0 |                17.40833 |              54.9625 |              54.9625
 722950:23174 | 2010 |     8 |  26 |                    20.6 |                       0 |                17.85417 |               54.725 |               54.725
 722950:23174 | 2010 |     8 |  25 |                    23.3 |                       0 |                19.47083 |               55.725 |               55.725
 722950:23174 | 2010 |     8 |  24 |                    25.6 |                       0 |                20.87083 |             55.54583 |             55.54583
 722950:23174 | 2010 |     8 |  23 |                    27.8 |                       0 |                19.89167 |             54.17917 |             54.17917
 722950:23174 | 2010 |     8 |  22 |                      25 |                       0 |                 18.5875 |                 54.1 |                 54.1
 722950:23174 | 2010 |     8 |  21 |                    21.7 |                       0 |                17.52083 |                54.35 |                54.35
 722950:23174 | 2010 |     8 |  20 |                    21.7 |                       0 |                18.12917 |             54.37917 |             54.37917
 722950:23174 | 2010 |     8 |  19 |                    24.4 |                       0 |                20.29583 |             54.89167 |             54.89167
 722950:23174 | 2010 |     8 |  18 |                    26.1 |                       0 |                20.50833 |             54.33333 |             54.33333
 722950:23174 | 2010 |     8 |  17 |                    24.4 |                       0 |                19.07083 |              55.2625 |              55.2625
 722950:23174 | 2010 |     8 |  16 |                      20 |                       0 |                16.79167 |             54.61667 |             54.61667
 722950:23174 | 2010 |     8 |  15 |                    19.4 |                       0 |                16.09167 |             54.11667 |             54.11667
 722950:23174 | 2010 |     8 |  14 |                    18.9 |                       0 |                  15.975 |              53.9625 |              53.9625
 722950:23174 | 2010 |     8 |  13 |                    19.4 |                       0 |                16.07917 |             54.18333 |             54.18333
 722950:23174 | 2010 |     8 |  12 |                      20 |                       0 |                16.30833 |             53.73333 |             53.73333
 722950:23174 | 2010 |     8 |  11 |                    20.6 |                       0 |                17.00833 |              53.4625 |              53.4625
 722950:23174 | 2010 |     8 |  10 |                      20 |                       0 |                16.64167 |             53.95833 |             53.95833
 722950:23174 | 2010 |     8 |   9 |                      20 |                       0 |                 16.7375 |              53.5375 |              53.5375
 722950:23174 | 2010 |     8 |   8 |                    21.1 |                       0 |                17.10417 |              53.0125 |              53.0125
 722950:23174 | 2010 |     8 |   7 |                    20.6 |                       0 |                16.49167 |             53.62917 |             53.62917
 722950:23174 | 2010 |     8 |   6 |                      20 |                       0 |                16.47917 |              53.9125 |              53.9125
 722950:23174 | 2010 |     8 |   5 |                      20 |                       0 |                   16.55 |             54.22083 |             54.22083
 722950:23174 | 2010 |     8 |   4 |                    19.4 |                       0 |                16.05833 |              54.3625 |              54.3625
 722950:23174 | 2010 |     8 |   3 |                    19.4 |                       0 |                    16.1 |             54.51667 |             54.51667
 722950:23174 | 2010 |     8 |   2 |                    18.9 |                       0 |                15.78333 |             54.30833 |             54.30833
 722950:23174 | 2010 |     8 |   1 |                    20.6 |                       0 |                17.15417 |             54.59583 |             54.59583
 722950:23174 | 2010 |     7 |  31 |                    21.7 |                       0 |                 16.7375 |             54.59583 |             54.59583
 722950:23174 | 2010 |     7 |  30 |                    18.9 |                       0 |                  16.575 |             53.95833 |             53.95833
 722950:23174 | 2010 |     7 |  29 |                    20.6 |                       0 |                16.34167 |             53.28333 |             53.28333
 722950:23174 | 2010 |     7 |  28 |                    19.4 |                       0 |                  16.275 |             53.12083 |             53.12083
 722950:23174 | 2010 |     7 |  27 |                    18.9 |                       0 |                  16.025 |               53.375 |               53.375
 722950:23174 | 2010 |     7 |  26 |                      20 |                       0 |                16.45417 |             54.18333 |             54.18333
 722950:23174 | 2010 |     7 |  25 |                    20.6 |                       0 |                17.04583 |             54.73333 |             54.73333
 722950:23174 | 2010 |     7 |  24 |                      20 |                       0 |                16.48333 |              54.1375 |              54.1375
 722950:23174 | 2010 |     7 |  23 |                    20.6 |                       0 |                17.26667 |             55.00417 |             55.00417
 722950:23174 | 2010 |     7 |  22 |                    20.6 |                       0 |                17.83333 |             55.25417 |             55.25417
 722950:23174 | 2010 |     7 |  21 |                    20.6 |                       0 |                17.25417 |             55.47917 |             55.47917
 722950:23174 | 2010 |     7 |  20 |                    21.1 |                       0 |                18.52083 |              56.0875 |              56.0875
 722950:23174 | 2010 |     7 |  19 |                    23.9 |                       0 |                19.37083 |                 56.1 |                 56.1
 722950:23174 | 2010 |     7 |  18 |                    22.8 |                       0 |                19.34167 |             55.94583 |             55.94583
 722950:23174 | 2010 |     7 |  17 |                    23.3 |                       0 |                  19.375 |             55.33333 |             55.33333
 722950:23174 | 2010 |     7 |  16 |                    25.6 |                       0 |                21.22083 |              54.9375 |              54.9375
 722950:23174 | 2010 |     7 |  15 |                    25.6 |                       0 |                21.10833 |               54.925 |               54.925
 722950:23174 | 2010 |     7 |  14 |                      25 |                       0 |                20.22917 |             54.18333 |             54.18333
 722950:23174 | 2010 |     7 |  13 |                    23.3 |                       0 |                18.38333 |             54.25417 |             54.25417
 722950:23174 | 2010 |     7 |  12 |                    19.4 |                       0 |                16.84583 |              54.7125 |              54.7125
 722950:23174 | 2010 |     7 |  11 |                    20.6 |                       0 |                17.08333 |              55.3875 |              55.3875
 722950:23174 | 2010 |     7 |  10 |                    19.4 |                       0 |                16.64583 |             54.90833 |             54.90833

 wsid         | year | month | day | system.max(temperature) | system.min(temperature) | system.avg(temperature) | system.avg(dewpoint) | system.avg(dewpoint)
--------------+------+-------+-----+-------------------------+-------------------------+-------------------------+----------------------+----------------------
 722950:23174 | 2010 |     7 |   9 |                    18.3 |                       0 |                  16.075 |              53.9125 |              53.9125
 722950:23174 | 2010 |     7 |   8 |                    18.9 |                       0 |                  16.025 |             53.56667 |             53.56667
 722950:23174 | 2010 |     7 |   7 |                    18.9 |                       0 |                16.05417 |             53.46667 |             53.46667
 722950:23174 | 2010 |     7 |   6 |                    18.3 |                       0 |                15.67917 |             54.10417 |             54.10417
 722950:23174 | 2010 |     7 |   5 |                    19.4 |                       0 |                16.64167 |             54.27917 |             54.27917
 722950:23174 | 2010 |     7 |   4 |                    21.7 |                       0 |                17.40833 |             53.37083 |             53.37083
 722950:23174 | 2010 |     7 |   3 |                    20.6 |                       0 |                17.17917 |               53.975 |               53.975
 722950:23174 | 2010 |     7 |   2 |                      20 |                       0 |                17.37917 |             54.32917 |             54.32917
 722950:23174 | 2010 |     7 |   1 |                      20 |                       0 |                16.55417 |              55.2125 |              55.2125
 722950:23174 | 2010 |     6 |  30 |                      20 |                       0 |                16.64167 |             55.10417 |             55.10417
 722950:23174 | 2010 |     6 |  29 |                    19.4 |                       0 |                  16.825 |             54.50833 |             54.50833
 722950:23174 | 2010 |     6 |  28 |                    20.6 |                       0 |                17.10417 |             54.75833 |             54.75833
 722950:23174 | 2010 |     6 |  27 |                    20.6 |                       0 |                17.24583 |             54.58333 |             54.58333
 722950:23174 | 2010 |     6 |  26 |                      20 |                       0 |                17.14167 |             53.88333 |             53.88333
 722950:23174 | 2010 |     6 |  25 |                    20.6 |                       0 |                17.33333 |             54.51667 |             54.51667
 722950:23174 | 2010 |     6 |  24 |                      20 |                       0 |                 16.7875 |               53.975 |               53.975
 722950:23174 | 2010 |     6 |  23 |                      20 |                       0 |                16.36667 |             53.67917 |             53.67917
 722950:23174 | 2010 |     6 |  22 |                      20 |                       0 |                    16.6 |             53.50833 |             53.50833
 722950:23174 | 2010 |     6 |  21 |                    19.4 |                       0 |                16.86667 |              52.9375 |              52.9375
 722950:23174 | 2010 |     6 |  20 |                    21.1 |                       0 |                17.39167 |              53.2625 |              53.2625
 722950:23174 | 2010 |     6 |  19 |                    21.1 |                       0 |                  17.225 |              53.0375 |              53.0375
 722950:23174 | 2010 |     6 |  18 |                    20.6 |                       0 |                17.39167 |             54.14583 |             54.14583
 722950:23174 | 2010 |     6 |  17 |                    21.1 |                       0 |                17.27917 |             53.74583 |             53.74583
 722950:23174 | 2010 |     6 |  16 |                    21.1 |                       0 |                17.09583 |                 53.2 |                 53.2
 722950:23174 | 2010 |     6 |  15 |                    21.1 |                       0 |                17.34167 |             54.85417 |             54.85417
 722950:23174 | 2010 |     6 |  14 |                      20 |                       0 |                16.29583 |             54.67083 |             54.67083
 722950:23174 | 2010 |     6 |  13 |                    19.4 |                       0 |                16.92917 |              53.7875 |              53.7875
 722950:23174 | 2010 |     6 |  12 |                      21 |                       0 |                17.01667 |             53.17917 |             53.17917
 722950:23174 | 2010 |     6 |  11 |                    20.6 |                       0 |                17.19167 |               53.125 |               53.125
 722950:23174 | 2010 |     6 |  10 |                    20.6 |                       0 |                 17.3875 |             54.12083 |             54.12083
 722950:23174 | 2010 |     6 |   9 |                    19.4 |                       0 |                    16.8 |             54.46667 |             54.46667
 722950:23174 | 2010 |     6 |   8 |                      20 |                       0 |                 16.4625 |             54.95417 |             54.95417
 722950:23174 | 2010 |     6 |   7 |                    20.6 |                       0 |                17.14167 |                 55.5 |                 55.5
 722950:23174 | 2010 |     6 |   6 |                    20.6 |                    16.7 |                  18.225 |              14.3625 |              14.3625
 722950:23174 | 2010 |     6 |   5 |                    20.6 |                       0 |                 16.9875 |             55.11667 |             55.11667
 722950:23174 | 2010 |     6 |   4 |                    19.4 |                       0 |                16.12083 |             54.39167 |             54.39167
 722950:23174 | 2010 |     6 |   3 |                    19.4 |                       0 |                15.85417 |             53.45417 |             53.45417
 722950:23174 | 2010 |     6 |   2 |                    19.4 |                       0 |                16.12083 |             52.29167 |             52.29167
 722950:23174 | 2010 |     6 |   1 |                    18.9 |                       0 |                16.07917 |             52.53333 |             52.53333
 722950:23174 | 2010 |     5 |  31 |                    22.2 |                       0 |                 17.4625 |             53.12083 |             53.12083
 722950:23174 | 2010 |     5 |  30 |                    23.3 |                       0 |                18.52917 |             51.70833 |             51.70833
